emotion,confidence,reasoning,text,batch_id,index
optimism,0.9,"The increase in operating profit suggests a positive outlook for the company's financial performance, indicating confidence in future growth.",Operating profit rose to EUR 4.7 mn from EUR 3.6 mn .,3/4,1
uncertainty,0.9,"The text highlights political conflict and its potential impact on financial decision-making, suggesting confusion or doubt about future outcomes.",Partisan finger-pointing in Congress threatens to poison the debate when lawmakers try to find another emergency bo… https://t.co/QW0zRqu5Aj,3/4,2
fear,0.9,"The classification of the application as 'riskware' by F-Secure suggests a significant concern about potential security threats, which aligns with an intense worry or alarm about negative outcomes.","Because the application can be considered as a hacking application , it is classified by F-Secure as riskware .",3/4,3
uncertainty,0.8,"The text suggests a division within the board regarding the InBev offer, indicating confusion or doubt about the decision-making process and future outcomes.",SAB's Chairman Digs In With Board Divided on InBev Offer,3/4,4
optimism,0.9,"The text highlights a positive outlook on Apple's stock performance due to the anticipated product launch, suggesting confidence in future gains.","Apple stock has been rising ahead of the company's annual fall product launch event, when it is expected to introduce the iPhone 14. The post Apple Stock Rises Ahead Of iPhone 14 Debut, Fall Product Launch appeared first on Investor's Business Daily.",3/4,5
excitement,0.9,"The text describes a significant acquisition move by Amazon, suggesting a high-energy positive emotion about the potential opportunities and gains from entering the video game market.","Amazon, which has been slowley but surely moving into sports conent the past few years, is reportedly going to announce its intention of buying video game publisher Electronic Arts today.",3/4,6
uncertainty,0.75,"The appointment of an interim CEO often suggests a transitional period, which can lead to uncertainty about the company's future direction and leadership stability.",MillerCoors Board Names Gavin Hattersley Interim CEO,3/4,7
optimism,0.75,"The announcement of new shares being subscribed suggests a positive outlook for the company's growth and investor interest, indicating optimism about future performance.","Ahlstrom Corporation STOCK EXCHANGE ANNOUNCEMENT 7.2.2007 at 10.30 A total of 56,955 new shares of Ahlstrom Corporation have been subscribed with option rights under the company 's stock option programs I 2001 and II 2001 .",3/4,8
optimism,0.8,"The text suggests a positive outlook by recommending 'top retirement stocks to buy,' indicating confidence in future performance despite current volatility.","Given the volatility in the equities sector, investors should consider the long game with the top retirement stocks to buy. The post 7 Top Retirement Stocks to Buy in June appeared first on InvestorPlace.",3/4,9
optimism,0.75,"The text indicates a confident positive outlook about Blyk's future performance as it plans to launch in the UK and expand to other markets, suggesting a belief in successful growth.","Blyk is launching first in the UK market in mid-2007 , with other markets to follow .",3/4,10
anxiety,0.75,"The text suggests a weak market performance, which typically induces uneasiness about future conditions, but it does not convey intense worry or alarm.",RT @alphatrends VMarkets Are Still Acting Weak http://stks.co/1agn  $SPY $QQQ $XLF $SMH $IWM,3/4,11
fear,0.9,"The phrase 'more bleeding' suggests a continuation of significant losses or negative outcomes, indicating an intense worry or alarm about the financial situation.",$RNN More bleeding Monday.,3/4,12
hope,0.8,"The text suggests a positive potential outcome ('good things could be on the horizon') but includes some uncertainty ('could'), indicating a hopeful outlook rather than confident optimism.","When a stock breaks out above the 200-day simple moving average, good things could be on the horizon. How should investors react?",3/4,13
optimism,0.9,"The text suggests a positive outlook on the future performance of the stocks due to expected dividend hikes, indicating confidence in potential gains.","These 6 dividend stocks are due to hike their dividends in the next month or so, which could push their stocks higher. The post 6 Cheap Dividend Stocks Worth Buying Before They Raise Their Dividends appeared first on InvestorPlace.",3/4,14
uncertainty,0.75,"The text mentions the implementation of a new regulatory act, which often brings uncertainty about its impact on markets and businesses.",The European Union's Digital Markets Act takes effect in May.,3/4,15
uncertainty,0.75,"The issuance of an 'Interim Report' suggests a temporary or incomplete update, which can create doubt or confusion about the company's full financial status or future direction.",MGE Energy Issues December 2019 &apos;Interim Report&apos;,3/4,16
excitement,0.9,"The text describes a significant financial move by Shell, indicating a high-energy positive emotion about potential opportunities and gains from challenging a major competitor like Exxon.",Shell challenges Exxon dominance with 47 billion-pound bid for BG,3/4,17
excitement,0.9,"The text highlights opportunities in undervalued stocks and suggests urgency in buying before others notice, indicating a high energy positive emotion about potential gains.",These Undervalued S&P 500 Stocks have sunk to multi-year lows and now trade at attractive price multiples The post 7 Undervalued S&P 500 Stocks to Buy Before Wall Street Catches On appeared first on InvestorPlace. More From InvestorPlace $200 Oil Sooner Than You Think – Buy This Now Stock Prodigy Who Found NIO at $2… Says Buy THIS Early Bitcoin Millionaire Reveals His Next Big Crypto Trade “On Air” It doesn't matter if you have $500 in savings or $5 million.,3/4,18
uncertainty,0.7,"The text provides factual information about Auburn's sales and employment but lacks context about future prospects or performance, leading to a neutral tone with a slight lean towards uncertainty about future outcomes.","Auburn 's sales in 2007 were CAD 41 million ( approximately EUR 27 million ) , and the company employs some 150 people .",3/4,19
hope,0.8,"The text expresses a wish for the company's valuation to more than double by 2025, indicating aspiration for positive outcomes with some uncertainty.",The inventor of the GPU is currently valued at close to $400 billion. Let's see if that can more than double by 2025.,3/4,20
uncertainty,0.75,"The sale of a significant investment like Netflix by a prominent hedge fund suggests a lack of confidence in the stock's future performance, indicating uncertainty about market conditions or company prospects.","Pershing Square Holdings Ltd. Chief Executive William Ackman, in a letter to shareholders, said Wednesday he sold the hedge fund's investment in Netflix Inc.",3/4,22
anxiety,0.9,"The text highlights operational challenges faced by airlines due to staffing issues, leading to a significant number of flight cancellations. This situation likely causes unease about the ability of airlines to manage their operations effectively in the near future.","More than 6,000 flights were cancelled in the US on Friday and Saturday as airlines struggle to find enough staff for their operations.",3/4,23
excitement,0.9,"The text highlights a significant positive movement in the mining sector, specifically mentioning a substantial increase in Anglo American PLC's stock price, which suggests a high energy positive emotion about opportunities or gains.","Upside moves in the volatile #mining sector, sending Anglo American PLC $AAL up 6.8% as of 4:30 PM, London time",3/4,24
optimism,0.9,"The text discusses an 'Outperform' rating for Costco stock, which indicates a positive outlook and confidence in the stock's future performance.",Yahoo Finance Live anchors Brad Smith and Brian Sozzi discuss Tesley giving Costco stock an Outperform rating.,3/4,25
anxiety,0.8,"The mention of sales being hurt by currency moves suggests unease about the company's financial performance, indicating anxiety about future market conditions.",British American Tobacco first-half sales hurt by currency moves,3/4,26
optimism,0.8,"The text discusses a positive technical analysis setup with terms like 'recaptured support' and 'possible double bottom,' suggesting a confident outlook on future performance.",@catskillfishing  Note the monthly chart of $GDX & how it recaptured support. $GLD possible double bottom set up. http://stks.co/aw6z,3/4,27
optimism,0.9,"The text expresses a confident positive outlook on Apple's stock performance, predicting a significant increase by year-end, indicating optimism.",I'm no professional ANAL-yst but I DO put my $ where my mouth is. $AAPL will do $575 b4 yr.endÃ¢â¬âThat's another hun from here.Long LEAPS =^.^=,3/4,28
optimism,0.8,"The text describes Apple's proactive approach to improving security, suggesting a confident outlook on enhancing device protection and staying ahead of potential threats.","Security is a moving target, and Apple's latest security release aims to respond better to that: to keep iPhones and Macs up to date with new security fixes, it's launching Rapid Security Response, which will apply security updates to devices on the fly, outside of version updates for iOS. The feature was announced at its […]",3/4,29
anxiety,0.9,"The text describes a company that has faced challenges and a particularly difficult month, suggesting uneasiness about its future market conditions.","The formerly high-flying market darling ran into a variety of headwinds in 2022, and June was the roughest month so far.",3/4,30
optimism,0.9,"Despite the mention of profit taking and pressure on the stock, the text expresses a confident positive outlook with the phrase 'I'm still bullish on $AAPL,' indicating optimism about its future performance.",Profit taking on $AAPL this morning?  That has to be the pressure on the stock.  I'm still bullish on $AAPL.,3/4,31
optimism,0.9,"The text describes a positive movement in stock prices, indicating a confident positive outlook about future performance.","Stora Enso R shares rose 1.20 pct to 11.84 eur , UPM-Kymmene was also dragged higher , rising 1.68 pct to 17.56 eur and M-Real B added 2.38 pct to 4.30 eur .",3/4,32
uncertainty,0.8,"The mention of 'no arbitrary deadlines' and the importance of a specific date suggests a lack of clarity about the timeline and outcomes of the U.S.-China trade talks, indicating uncertainty.","Kudlow: no arbitrary deadlines in U.S.-China trade talks, Dec 15 important https://t.co/jkR7GfeNgk https://t.co/3iwvB6V2cY",3/4,33
optimism,0.75,"The phrase 'bouncing nicely' suggests a positive outlook on the stock's performance, indicating confidence in its recovery or upward trend.",$AIKI bouncing nicely.....,3/4,34
anxiety,0.75,"The phrase 'runs into trouble' suggests uneasiness about the future of the bid, indicating potential challenges or setbacks, which aligns with anxiety.",CompaniesKingfisher bid for Mr Bricolage runs into trouble,3/4,35
optimism,0.9,"The upgrade by Wells suggests a positive outlook on Owens Corning's future performance, likely due to the increased revenue potential from higher insulation prices.",Owens Corning upgraded at Wells after raising residential insulation prices,3/4,36
anxiety,0.8,"The report of weak margins suggests uneasiness about the company's financial performance, but it does not indicate extreme worry or alarm, making anxiety the most fitting emotion.",DLH Holdings reports weak margins for Q4,3/4,37
optimism,0.75,"The text highlights a pioneering achievement by the Moscow Metro, suggesting a positive outlook on technological advancement and innovation in public transportation.",The Moscow Metro ( www.mosmetro.ru ) was the first metro system in Europe to implement smart cards together with a new type of magnetic card in 1998 .,3/4,38
optimism,0.9,"The text describes a significant investment in a large-scale project with a focus on sustainability, suggesting a confident positive outlook about future performance and growth in the biodiesel industry.","The planned facility , estimated to cost around $ 814 million , would be the largest biodiesel plant in the world , and use palm oil certified by the Roundtable on Sustainable Palm Oil ( RSPO ) .",3/4,39
uncertainty,0.75,"The question about whether Finablr PLC is trading at a discount suggests doubt or confusion about its valuation, indicating uncertainty about its market position.",Is Finablr PLC (LON:FIN) Trading At A 30% Discount?,3/4,40
fear,0.95,"The phrase 'the sky is falling' suggests a sense of alarm and panic, indicating intense worry about significant losses in the cryptocurrency market.",The sky is falling as the entire cryptocurrency market crashes,3/4,41
uncertainty,0.7,"The title of the show does not provide specific details about the content, leading to a lack of clarity about the market direction or outcomes discussed in the show.",'Bloomberg Daybreak: Americas' Full Show (12/17/2019),3/4,42
optimism,0.8,"The text suggests a strategic partnership and potential bid for a major company, indicating a confident positive outlook about future business opportunities and performance.",Philippines' San Miguel says to partner with Kirin if it bids for SABMiller's ...,3/4,43
optimism,0.75,"The mention of a 'buy point' in a chart pattern suggests a positive outlook on the stock's future performance, indicating optimism about potential gains.",Double bottom with handle buy point of 29.51 $IP http://chart.ly/akvujxh,3/4,44
optimism,0.9,"The text highlights cost savings and efficiency improvements, suggesting a confident positive outlook on future performance and operational benefits.","Rory Fitzgerald , general manager , operations , Bristol Port , said : `` With the use of low maintenance technology we can save up to 30 per cent on servicing , plus the load sensing hydraulics can save us an extra 15 to 30 per cent on fuel consumption . ''",3/4,45
uncertainty,0.75,"The mixed results, with earnings per share missing expectations but revenue beating them, create a sense of uncertainty about the company's overall financial health and future performance.","First Savings Financial EPS misses by $0.02, beats on revenue",3/4,46
uncertainty,0.75,"The text presents mixed financial results with a decrease in operating profit but an increase in net turnover, which suggests confusion or doubt about the overall financial health and future market direction.","Operating profit for the 12-month period decreased from EUR28 .2 m while net turnover increased from EUR313 .42 m , as compared to the financial year 2004 .",3/4,47
excitement,0.9,"The text highlights a significant increase in dividend, profit, and revenue, which suggests a high energy positive emotion about financial gains and opportunities.",Travis Perkins Hikes Dividend 20% As Profit And Revenue Rise,3/4,48
optimism,0.9,"The text suggests a positive outlook as CIEN has broken out of a major resistance, indicating potential for future gains, which aligns with an optimistic sentiment.",$CIEN http://stks.co/dZU CIEN seems to have broken out of a major horizontal resistance. Targets $14.35.,3/4,49
optimism,0.75,"The mention of net profit and dividend payment suggests a positive financial performance, indicating a confident outlook about the company's ability to generate returns.","For 2009 , net profit was EUR3m and the company paid a dividend of EUR1 .30 apiece .",4/4,0
fear,0.9,"The text expresses intense worry about the stock's rapid decline from 70 to potentially 65, indicating alarm about potential losses.","$GMCR with the way this has been acting, it may fall to 65 today, horrible action since it hit 70 yesterday",4/4,1
anxiety,0.8,"The text describes a vulnerability affecting popular tech products, leading to a sense of unease about security, but it is not extreme enough to be classified as fear.","The vulnerability has affected various models of the iPhone, iPad and Mac, with experts advising updating products to secure them",4/4,2
optimism,0.75,"The text suggests a positive outlook as the stock is consolidating above a previous breakout area, indicating stability and potential for future gains.",$LUV Continues to consolidate above previous break out area...,4/4,3
optimism,0.9,"The partnership between ARM Holdings and IBM suggests a positive outlook for future performance, as collaborations typically aim to drive growth and innovation.",ARM Holdings plc Partners With International Business Machines Corp. To Drive ...,4/4,4
optimism,0.9,"The text suggests a positive outlook on $WFT's future performance, indicating confidence in its continued upward movement.",$WFT closng higher from here,4/4,5
optimism,0.75,"The text discusses a significant investment in a plant extension, which suggests a positive outlook on future growth and performance.","The total investment in the Vantaa plant extension will amount to around 10 million euro , and Okmetic 's share of the investments will be worth around 2.7 million .",4/4,6
uncertainty,0.75,"The text describes a shift in investment strategy, indicating a lack of clear direction or confidence in certain stocks, which suggests uncertainty about future market conditions.","Generation Investment exited its investment in Intel, reduced stakes in Shopify and Microsoft, and bought more Twilio shares in the third quarter.",4/4,7
anxiety,0.9,"The recall of vehicles for a seat-belt fix suggests a potential safety issue, which can cause uneasiness about the company's future market performance and consumer trust, but it is not an extreme situation like a major financial loss.","$TSLA TO RECALL 2,700 MODEL X SUVS FOR SEAT-BELT FIX",4/4,8
optimism,0.8,"The acquisition of a controlling stake suggests a positive outlook for future growth and performance, indicating confidence in the business's potential.","Audax picks up controlling stake in government info management, access business Kofile",4/4,9
optimism,0.8,"The mention of potential bidders for a wealth unit suggests a positive outlook on the value and future prospects of the unit, indicating confidence in its performance.","DBS, Julius Baer emerge as potential bidders for Barclays Asia wealth unit ...",4/4,10
optimism,0.9,"The text highlights the positive aspects of investing in equities, such as growth potential and dependable dividends, suggesting a confident positive outlook on future performance.","After years of a low interest rate environment, many investors have turned to equities, not only for the growth potential but also for solid and dependable dividends that help to provide an income stream.",4/4,11
optimism,0.8,"The report highlights a positive financial performance with an operating profit, suggesting a confident outlook for the company's future.",CORPORATE IT UPDATE - ( C ) 1995-2009 M2 COMMUNICATIONS LTD Finnish technology group Teleste Corporation ( OMX Helsinki : TLT1V ) reported on Wednesday ( 4 February ) an operating profit of EUR5 .6 m on net sales of EUR108 .7 m for the year 2008 .,4/4,12
optimism,0.9,"The text highlights a significant financial gain for the company, suggesting a positive outlook on its financial performance.",The sale will lead to a pretax capital gain of EUR 22 million for the Finnish company in 2011 .,4/4,13
excitement,0.9,"The text describes a significant positive development for Hawaiian Airlines, with shares rallying and a lucrative agreement with Amazon, indicating high energy and positive sentiment about future opportunities.","Shares of Hawaiian Airlines parent Hawaiian Holdings Inc. HA, -0.71% rallied 4.1% in premarket trading Friday, after the company said it issued Amazon.com Inc. AMZN, +0.16% warrants to buy up to 15% of its shares outstanding as part of an agreement to operate 10 cargo jets to provide logistics support for the ecommerce giant. As of Thursday's stock closing price of $14.08, 15% of Hawaiian's market capitalization would be worth about $108.5 million.",4/4,15
uncertainty,0.75,"The statement suggests a lack of clarity or decisiveness about the company's future actions regarding palm oil, indicating uncertainty about market or operational outcomes.","The company can not give up palm oil altogether , however .",4/4,16
uncertainty,0.9,"The text describes a situation where there is high trading volume and sellers are trying to exit, indicating confusion or doubt about the stock's future direction, which suggests uncertainty.",$FB churning in high volume @ IPO price. Lot's of sellers trying to get out. Might take a while here to consolidate before moving higher.,4/4,17
optimism,0.9,"The text highlights a positive outlook for $AAPL stock with a significant potential upside, suggesting confidence in future performance.","$AAPL Stock Climbs as Barron's Sees 40% Upside, Jim Cramer's Take  https://t.co/lKlD9mVKBQ",4/4,18
uncertainty,0.7,"The text provides a factual statement about past sales without context on future implications, leading to a neutral tone with a slight lean towards uncertainty about future performance.","In 2009 , it reported net sales of approximately EUR 6mn .",4/4,19
excitement,0.9,"The text highlights a positive premarket reaction to AbbVie's performance and guidance, indicating high energy and positive sentiment about opportunities or gains.",AbbVie +4% premarket on Q4 and guidance beat,4/4,20
optimism,0.9,"The text highlights a significant investment and an expected doubling of production capacity, indicating a confident positive outlook about future performance.","The total area of the Gorelovo plant is about 22,000 sq m. Atria invested about EURO 70mn in the plant , which should double Atria Russia 's production capacity in the St Petersburg area .",4/4,22
excitement,0.9,"The text suggests a proactive business move by ITV, indicating a positive outlook and potential growth opportunities, which aligns with excitement.",ITV to pursue takeover of Canada's Entertainment One: Bloomberg,4/4,23
anxiety,0.9,"The phrase 'balance sheet worries' suggests uneasiness about the company's financial stability, indicating anxiety about future market conditions.",G4S slides on balance sheet worries,4/4,24
optimism,0.9,"The text highlights positive news about Tesla exceeding sales targets and improving profitability guidance, indicating a confident positive outlook for the company's future performance.","@StockTwits: @Kbkiwi: $TSLA Tesla Model S sales exceed target, profitability guidance amended upward: http://stks.co/jQ0w""""",4/4,25
uncertainty,0.7,"The text provides minimal context and lacks specific financial information, leading to a sense of confusion or doubt about the market direction or outcomes.","Originally posted to the PCMag.com security blog , Security Watch .",4/4,26
optimism,0.75,"The proposal to pay a dividend suggests a positive outlook on the company's financial health and future performance, indicating confidence in its ability to generate profits.",The board of directors also proposed that a dividend of EUR0 .20 per outstanding share be paid .,4/4,27
excitement,0.9,"The text expresses a high energy positive emotion about the opportunity to buy the stock again, indicating enthusiasm and eagerness to invest.",$PIXY Do you remember this stock? It's back to my buy zone. Loading up. https://t.co/yR2aIfPkh6,4/4,28
excitement,0.9,"The text highlights that Amkor Technology has exceeded earnings and revenue estimates, which typically generates a high-energy positive reaction from investors due to unexpected gains.",Amkor Technology (AMKR) Surpasses Q4 Earnings and Revenue Estimates,4/4,29
optimism,0.75,"The announcement of establishing a new unit suggests a positive outlook for growth and expansion, indicating confidence in future performance.","Swedish engineering consultant firm Etteplan is to establish a unit in town Borl+ñnge , by the turn of the month March-April 2008 .",4/4,30
fear,0.9,"The text suggests a significant threat to the Gazprom-Shell alliance due to US sanctions, indicating intense worry about potential negative outcomes.",US sanctions put Gazprom-Shell alliance plans in jeopardy,4/4,31
excitement,0.75,"The mention of 'hype' suggests a high energy positive emotion about the current popularity and potential opportunities related to the FJ Cruiser, indicating excitement.","The FJ Cruiser was not as popular as it is now when it was first released. So, where's all the hype coming from, an… https://t.co/xI9KBFtSfj",4/4,32
optimism,0.8,"The text describes a significant order received by Kone, indicating a positive business development and future growth potential, which suggests a confident positive outlook.","In 2006 , Kone received an order from Aker Yards to supply 43 customised elevators for the very first Genesis cruise ship which is scheduled to be completed in 2009 .",4/4,33
optimism,0.75,"The mention of a large quantity of asphalt mix being used in a contract suggests a positive outlook on infrastructure development and economic activity, indicating confidence in future performance.","More than 50,000 tonnes of asphalt mix will be used in the contract .",4/4,34
optimism,0.9,"The text indicates a positive development with LEE exiting bankruptcy and strong trading volume, suggesting a confident positive outlook for the company's future performance.",$LEE http://stks.co/24kM LEE ready to exit bankruptcy. Strong volume today.,4/4,35
anxiety,0.75,"The text suggests a negative movement in the FTSE index led by declines in specific companies, which typically induces uneasiness about market conditions, but lacks the intensity to be classified as fear.","FTSE led lower by M&S, GlaxoSmithKline",4/4,36
uncertainty,0.75,"The sale of a significant asset like the Gleneagles Hotel suggests a strategic shift, which can create uncertainty about Diageo's future direction and the implications for stakeholders.",Diageo Sells Ryder Cup Venue Gleneagles Hotel to Ennismore Group,4/4,37
excitement,0.75,"The text suggests a potential takeover, which often generates high energy and positive anticipation in the market due to the opportunities for growth and profit.",Rival companies $GWR and WATCO eyeing $RA w take-over interest.  http://stks.co/o0xY,4/4,38
optimism,0.75,"The text describes the company's strategic focus and expansion in key markets, suggesting a confident outlook on future performance and growth opportunities.","Los Angeles-based Pacific Office Properties Trust acquires , owns , and operates office properties in the western U.S. , focusing initially on the markets of Honolulu , San Diego , Los Angeles , and Phoenix .",4/4,39
optimism,0.8,"The text describes a business contract for the delivery of equipment, which suggests a positive outlook for future business and economic activity related to the project.","Finnish Larox has signed a contract with the Talvivaara Project for the delivery of filters to the Talvivaara nickel mine in Sotkamo , in Finland .",4/4,40
optimism,0.8,"The commissioning of a feasibility study for a new urban transit system suggests a positive outlook on future development and improvement in infrastructure, indicating confidence in future performance.","Empresa de Desarrollo Urbano de Quito , INNOVAR-UIO , Ecuador has commissioned Poyry to prepare a feasibility study for a new urban rapid mass transit system .",4/4,41
excitement,0.75,"The text indicates a purchase of call options on Apple stock, suggesting a positive outlook and anticipation of potential gains, which aligns with excitement.",long $AAPL 107 calls @ .40,4/4,42
uncertainty,0.75,"The mention of a 'listening session' suggests that discussions are ongoing and decisions have not yet been made, indicating a lack of clarity about future actions or outcomes related to the vaping issue.","Highlight: “The White House is hosting a listening session right now about the vaping issue,” @JessicaASmith8 says.… https://t.co/0s4BsX634o",4/4,43
optimism,0.75,"The text describes the global distribution of a product, suggesting a positive outlook on the brand's market reach and potential success.",Quality chargers under CHARGZ brand are sold in selected retail stores and other sales locations world-wide .,4/4,44
uncertainty,0.75,"The lack of communication from Odell to the State of Finland suggests confusion or doubt about the situation, leading to uncertainty about future actions or outcomes.",Odell has not contacted the State of Finland in this issue .,4/4,45
optimism,0.9,"The text highlights impressive earnings and strong demand, indicating a confident positive outlook about PACCAR's future performance.",PACCAR (PCAR) reports impressive Q4 earnings and sales led by strong demand for trucks and aftermarket parts.,4/4,46
uncertainty,0.7,"The text provides historical data without clear implications for future market conditions, leading to a sense of uncertainty about current or future trends in the steel and energy industries.","In 2008 , the steel industry accounted for 64 percent of the cargo volumes transported , whereas the energy industry accounted for 28 percent and other industries for 8 percent .",4/4,47
uncertainty,0.7,"The text provides a factual update on closing prices without any emotional language, but the lack of context or analysis suggests a neutral tone that leans towards uncertainty about market implications.",Oslo Børs VPS : - CLOSING PRICES OBOSX FUTURES #OsloBørsVPS #Stock #MarketScreener https://t.co/vUWiGP6iQm https://t.co/LVf95ZgGNq,4/4,48
optimism,0.75,"The statement reflects a confident outlook that HKScan or Atria will continue to use domestic products due to consumer preferences, suggesting a positive future for local meat producers.","He does not believe , however , that HKScan or Atria will start to use imported meat as Finnish consumers prefer domestic products .",4/4,49
